songtitle,artist/bandname,year,lyricsurls,lyrics
Save The Last Dance For Me,Dion,1963,https://www.azlyrics.com/lyrics/dionband/savethelastdanceforme.html,"['But save the last dance for me...', 'You can dance every dance with the guy', 'Who gives you the eye, let him hold you tight', 'You can smile every smile for the man', ""Who held your hand 'neath the pale moonlight"", ""But don't forget who's taking you home"", ""And in whose arms you're gonna be (gonna be)"", 'So darling, save the last dance for me (dance with me, dance with me)', ""Oh I know (oh I know) that the music's fine"", 'Like sparkling wine, go and have your fun (have your fun)', ""Laugh and sing (laugh and sing), but while we're apart"", ""Don't give your heart to anyone"", ""But don't forget who's taking you home"", ""And in whose arms you're gonna be (gonna be)"", 'So darling, save the last dance for me (dance with me, dance with me)', ""Baby, don't you know I love you so (love you so)"", 'Can you feel it when we touch (when we touch)', 'I will never ever let you go (let you go)', 'I love you oh so much (oh so much, oh so much)', 'You can dance (you can dance), go and carry on', ""Till the night is gone and it's time to go (time to go)"", ""If he asks (if he asks) if you're all alone"", 'Can he take you home, you must tell him no (tell him no)', ""'Cause don't forget who's taking you home"", ""And in whose arms you're gonna be (gonna be)"", 'So darling, save the last dance for me (save the dance, the last dance)', 'So darling, save the last dance for me (save the dance, the last dance)', 'So darling, save the last dance for me (save the dance, the last dance)', 'So darling, save the last dance for me...']"
Sandy's Smile,Tony Bennett,1963,https://www.azlyrics.com/lyrics/tonybennett/sandyssmile.html,"['Fate has dealt the cards', 'Each of us must play', 'Some cards are worth keeping', 'Some we throw away', 'But any time I feel fate’s been unkind', 'I look across the room', 'And I’m so glad to find', 'There is Sandy’s smile', 'There are Sandy’s eyes', 'Calm and reassuring', 'And so wondrous and wise', 'When I hold her close to me', 'There is Sandy’s heart', 'There are all the reasons', 'I adored her from the start', 'We just can’t be apart', 'Now there’s Sandy’s frown', 'Something must be wrong', 'I guess I must have hurt her', 'When I stayed away so long', 'So I start to leave the room', 'I stop and turn and then', 'In a little while', 'There is Sandy’s smile', 'Again']"
Little Latin Lupe Lu,"Righteous Brothers, The",1963,https://www.azlyrics.com/lyrics/righteousbrothers/littlelatinlupelu.html,"['Talk about my baby', 'A little Latin Lupelu', ""She's a hot footin' baby"", ""There ain't no dance she couldn´t do"", ""She's my groovy little baby"", 'A little Latin Lupelu', 'A Bopa Bopa Lupelu', 'A shake it, shake it, shake it, Lupe', 'Wahtusi pretty baby', ""C'mon and do the who-chee-coo"", 'Magic love, pretty baby', 'A little Latin Lupelu', 'And if you wanna do the twist', 'The Lupelu can put it down', 'If you Wah Wahtusi', ""She's the best for miles around"", ""She's my mash potato baby"", 'A little Latin Lupelu', 'A Bopa Bopa Lupelu', 'A shake it, shake it, shake it, Lupe', 'Wahtusi pretty baby', ""C'mon and do the who-chee-coo"", 'Magic love, pretty baby', 'A little Latin Lupelu', 'One, one more time', 'A shake it, shake it, shake it Lupe', 'Wahtusi pretty baby', ""C'mon and do the who-chee-coo"", 'Magic love, pretty baby', 'A little Latin Lupelu', 'A little Latin Lupelu', 'A little Latin Lupelu', 'A little Latin Lupelu']"
White Christmas,"Vinton, Bobby",1964,https://www.azlyrics.com/lyrics/bobbyvinton/whitechristmas.html,"['I dreaming of a white Christmas', 'Just like the ones I used to know', 'Where the tree tops glisten', 'And children listen', 'To hear sleigh bells in the snow', 'I dreaming of a white Christmas', 'With every Christmas card I write', 'May your days be merry and bright', 'And may all your Christmases be white']"
My Way,"Gaye, Marvin",1964,https://www.azlyrics.com/lyrics/marvingaye/myway.html,"[""Little man you've had a busy life"", ""Guess I've had my share of joy and stride"", 'They gave me the rules', 'And I really tried', ""But somehow I'm not satisfied"", ""So my way, this time it's gonna be"", ""My way, this time it's got to be"", 'Just what I feel just what I chose', 'Mine if I win, mine if I lose', 'But my way no more the shy little guy way', 'No more uncertainty', ""This time it's me without a doubt"", ""I'm gonna see what I'm all about"", ""And I'm gonna do it my way"", 'Stop the music', 'I wanna lead the band', ""Maybe I'll waste and fall on my face"", 'But I wanna be in command', ""My way they'll be no compromise"", ""My way I'm gonna fall or rise"", 'I got the plan and I got the drive', ""I'll be a man whose glad he's alive"", 'Glad to live my life my way']"
Midnight Special,"Rivers, Johnny",1964,https://www.azlyrics.com/lyrics/johnnyrivers/midnightspecial.html,"[""You get up in the mornin', you hear the ding dong ring"", 'Now you look up on the table, you see the same darn thing', 'You find no food upon the table and no pork up in the pan', 'But if you say a thing about it, you be in trouble with the man', 'Ah, let the Midnight Special shine a light on me', ""Oh, let the Midnight Special shine its everlovin' light on me"", ""Now if you're ever in Houston, oh, you better walk right"", 'Aw, you better not gamble boy, I say you better not fight', 'Or the sheriff he will grab you, and the boys will pull you down', ""And then before you know it, you're penitentary bound"", 'Ah, let the Midnight Special shine a light on me', ""Let the Midnight Special shine its everlovin' light on me"", 'Here comes Miss Lucy, how in the world did you know?', 'I can tell by her apron and by the clothes she wore', 'An umbrella on her shoulder, she got a paper in her hand', 'She come to see the warden to try to free her man', 'So, let the Midnight Special shine a light on me', ""Ah, let the Midnight Special shine its everlovin' light on me"", 'I said, let the Midnight Special shine a light on me', ""Ah, let the Midnight Special shine its everlovin' light on me""]"
"Just You, Just Me","Vaughan, Sarah",1964,https://www.azlyrics.com/lyrics/sarahvaughan/justyoujustme.html,"['Just you, just me', ""Let's find a cozy spot"", 'To cuddle and coo', 'Just us, just we', ""I've missed an awful lot"", 'My trouble is you', 'Oh, gee!', 'What are your charms for?', 'What are my arms for?', 'Use your imagination!', 'Just you, just me', ""I'll tie a lover's knot"", ""'Round wonderful you!""]"
Once Is Enough,Elvis Presley,1964,https://www.azlyrics.com/lyrics/elvispresley/onceisenough.html,"['All you got is one life', 'Living once can be rough', 'But if you live every day all the way', 'Once is enough', 'You can own just one suit', 'Worn and torn at the cuff', ""But if you're livin' the life that you love"", 'Once is enough', ""What's the good of reaching ninety"", 'If you waste eighty-nine', 'You got one life so live it', ""If you don't it's a crime"", ""Life's a playful puppy"", 'You can grab by the scruff', ""And if you live every sec' what the heck"", 'Once is enough', 'Never wait until tomorrow', 'What if it never comes', 'Life is a seven layer', ""Don't you settle for crumbs"", ""Life's a playful puppy"", 'You can grab by the scruff', ""And if you live every sec' what the heck"", 'Once is enough', ""And if you live every sec' what the heck"", 'Once is enough', ""And if you live every sec' what the heck"", 'Once is enough']"
When You Wish Upon A Star,Johnny Mathis,1964,https://www.azlyrics.com/lyrics/johnnymathis/whenyouwishuponastar.html,"['When you wish upon a star', 'Makes no difference', 'Who you are', 'Anything your heart desires', 'Will come to you', 'If your hearts', 'Is in your dream', 'No request is too extreme', 'When you wish upon a star', 'Like dreamers do', 'Fate is kind', 'She brings', 'To those who love', 'The sweet fulfillment of', 'Their secret losing', 'Like a bolt', 'Out of the blue', 'Fate steps in', 'And pulls you through', 'When you wish upon a star', 'Your dream comes true']"
After My Laughter Came Tears,"Charles, Ray",1964,https://www.azlyrics.com/lyrics/raycharles/aftermylaughtercametears.html,"['I laughed the day I saw you leave, I laughed and', 'Said Id never grieve', 'But now after my laughter came tears', '(after my laughter came tears)', 'I told my friends, I didnt care, I laughed about', 'A  whole   affair', 'But say now after my laughter came tears', 'My cryin helped me from showin them that I was blue', '(listen)', ""By myself you'll never know what I've been through"", ""(Just what I'm goin through )"", 'My lips conceal a hurtin pain, I  make believe but', 'All in vain', 'I said now after my', '[Solo Piano]', 'My cryin helped me from showin them that I was blue', '(listen)', ""By myself you'll never know what I've been through"", ""(Just what I'm goin through )"", 'My lips conceal a hurtin pain, I  make believe but', 'All in vain', 'I said now after my']"
Forever And A Day,"Dave Clark Five, The",1964,https://www.azlyrics.com/lyrics/daveclarkfive/foreverandaday.html,"['Skies have been blue from the day that we met', 'I tried so hard to please you and yet', 'My love seems a game to you', ""Won't you listen to what I say"", ""I'm gonna love you forever and a day"", ""Oh come back and say I'm yours"", ""I can't do anything to please you, no I can't"", ""Now, why don't you come home to me "", ""And say that you'll stay, ooh"", ""Please don't let my world fall apart"", ""If you're really a part of my life"", ""I'll go with you wherever you go"", ""Now I can't do anything to pleased you, no I can't"", ""Why don't you come home to me and say that you'll stay, ooh"", ""Please don't tell me that this is goodbye"", ""I'll never sleep, I'll just sit and cry"", ""And pray that you'll come home someday""]"
When The World Was Beautiful,"Jones, Tom",1965,https://www.azlyrics.com/lyrics/tomjones/whentheworldwasbeautiful.html,"['I remember when the world was beautiful', 'And starlight filled the sky', 'When your eyes would smile at me', 'No man was happier than I', 'I remember when the world was beautiful', 'And each kiss was a dream', 'With you close, so close to my heart', ""There wasn't a cloud to be seen"", 'But skies turned to gray', 'The day you went away', 'Stars lost all their charms', 'The day heaven left my arms', 'I remember when the world was beautiful', 'Paradise was at my door', 'But only if you return', 'Could the world be beautiful once more']"
Wildwood Flower,Johnny Cash,1965,https://www.azlyrics.com/lyrics/johnnycash/wildwoodflower.html,"[""Oh I'll twine with my mingles and waving black hair"", 'With the roses so red and the lilies so fair', 'And the myrtles so bright with the emerald dew', 'The pale and the leader and eyes look like blue', 'I will dance I will sing and my laugh shall be gay', 'I will charm every heart in her crown I will sway', 'When I woke from my dreaming my idols were clay', 'All portions of love had all blown away', 'Oh she taught me to love her and promised to love', 'And to cherish me over all others above', 'How my heart is now wondering no misery can tell', 'She left me no warning no words of farewell', 'Yes she taught me to love her and call me her flower', ""That was blooming to cheer her through life's dreary hour"", 'Oh I long to see her and regret the dark hour', ""She's gone and neglected her pale wildwood flower""]"
Boy On A Dolphin,Julie London,1965,https://www.azlyrics.com/lyrics/julielondon/boyonadolphin.html,"[""There's a tale that they tell of a dolphin"", 'And a boy made of gold', 'With the shells and the pearls in the deep', 'He has lain many years fast asleep', 'What they tell of the boy on a dolphin', ""Who can say if it's true"", 'Should he rise from the depths of the ocean', 'Any wish that you wish will come true', ""You say he's only a statue"", 'And what can a statue achieve', ""And yet while I'm gazing at you"", 'My heart tells my head to believe', 'If the boy whom the gods have enchanted', 'Should arise from the sea', 'And the wish of my heart could be granted', 'I would wish that you loved only me']"
